Blockno,UnixTimestamp,DateTime (UTC),Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $3083.38454496098/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth
19557337,1711930187,2024-04-01 00:09:47,0.0,0,0.0,0.004279688,13.195923836455,3505.52
19557337,1711930187,2024-04-01 00:09:47,0.0,0,0.0,0.0032307588742179,9.96167198125927,3505.52
19557338,1711930199,2024-04-01 00:09:59,0.7265547869396715,0,2240.2478011172,0.0048416468719914,14.9286591372572,3505.52
19557339,1711930211,2024-04-01 00:10:11,0.0,0,0.0,0.0052574309402009,16.2106813072153,3505.52
19557340,1711930223,2024-04-01 00:10:23,0.1,0,308.338454496098,0.0035780526305385,11.0325121820595,3505.52
19557341,1711930235,2024-04-01 00:10:35,1.0,0,3083.38454496098,0.0089578990450144,27.6206474707181,3505.52
19557342,1711930247,2024-04-01 00:10:47,0.0,0,0.0,0.0030920003339872,9.5338260428304,3505.52
19557343,1711930259,2024-04-01 00:10:59,0.5,0,1541.69227248049,0.0035101371841004,10.8231027441481,3505.52
19557344,1711930271,2024-04-01 00:11:11,0.0,0,0.0,0.0031820604024403,9.81151586601688,3505.52
19557345,1711930283,2024-04-01 00:11:23,0.0,0,0.0,0.0019365597407085,5.97115837489442,3505.52
19557345,1711930283,2024-04-01 00:11:23,0.0,0,0.0,0.00057081324503,1.76003673778458,3505.52
19557349,1711930331,2024-04-01 00:12:11,0.0,0,0.0,0.0020934177593644,6.45481196537134,3505.52
19557349,1711930331,2024-04-01 00:12:11,1.03,0,3175.88608130981,0.0022020526491632,6.7897751056203,3505.52
19557349,1711930331,2024-04-01 00:12:11,0.0,0,0.0,0.003066112,9.4540023539194,3505.52
19557349,1711930331,2024-04-01 00:12:11,0.0,0,0.0,0.0005856328501232,1.80573127909145,3505.52
19557350,1711930343,2024-04-01 00:12:23,0.0,0,0.0,0.0081342058679508,25.0808846587706,3505.52
19557350,1711930343,2024-04-01 00:12:23,0.1958088654704899,0,603.754029558052,0.002138577,6.59405527000902,3505.52
19557351,1711930355,2024-04-01 00:12:35,0.0,0,0.0,0.0020783969083591,6.40849690552934,3505.52
19557352,1711930367,2024-04-01 00:12:47,0.0,0,0.0,0.0015123402464601,4.66312654265768,3505.52
19557353,1711930379,2024-04-01 00:12:59,0.0,0,0.0,0.0038140229565577,11.7600994383765,3505.52
19557354,1711930391,2024-04-01 00:13:11,0.0,0,0.0,0.0027230120842101,8.39609337619559,3505.52
19557355,1711930403,2024-04-01 00:13:23,1.0,0,3083.38454496098,0.0101787038959182,31.3848582804084,3505.52
19557355,1711930403,2024-04-01 00:13:23,0.0,0,0.0,0.0028414464068725,8.76127193628565,3505.52
19557356,1711930415,2024-04-01 00:13:35,0.0,0,0.0,0.0019066327399398,5.87888192324728,3505.52
19557357,1711930427,2024-04-01 00:13:47,0.0,0,0.0,0.0038342704761544,11.8225303273749,3505.52
19557358,1711930439,2024-04-01 00:13:59,0.0,0,0.0,0.0007622255581412,2.35023450574701,3505.52
19557359,1711930451,2024-04-01 00:14:11,0.0,0,0.0,0.0027950106350453,8.61809259510049,3505.52
19557360,1711930463,2024-04-01 00:14:23,0.0,0,0.0,0.0020722263470704,6.38947069221807,3505.52
19557361,1711930475,2024-04-01 00:14:35,0.0,0,0.0,0.0031535761472489,9.72368795378511,3505.52
19557362,1711930487,2024-04-01 00:14:47,0.0,0,0.0,0.0018507121966142,5.70645738421113,3505.52
19557363,1711930499,2024-04-01 00:14:59,0.677,0,2087.45133693858,0.0027029824516369,8.3343343166781,3505.52
19557363,1711930499,2024-04-01 00:14:59,0.0,0,0.0,0.0022868505485816,7.05123963813228,3505.52
19557365,1711930523,2024-04-01 00:15:23,3.5,0,10791.8459073634,0.0047187602559091,14.5497524444465,3505.52
19557365,1711930523,2024-04-01 00:15:23,0.0,0,0.0,0.006994596,21.5670292046459,3505.52
19557365,1711930523,2024-04-01 00:15:23,0.0,0,0.0,0.0058224873102052,17.9529673855184,3505.52
19557365,1711930523,2024-04-01 00:15:23,0.0,0,0.0,0.00321138,9.90191945999679,3505.52
19557366,1711930535,2024-04-01 00:15:35,0.1,0,308.338454496098,0.0039762610636142,12.2603419102784,3505.52
19557366,1711930535,2024-04-01 00:15:35,0.1,0,308.338454496098,0.0030269729373409,9.33332157301221,3505.52
19557366,1711930535,2024-04-01 00:15:35,0.1,0,308.338454496098,0.0030269729373409,9.33332157301221,3505.52
19557366,1711930535,2024-04-01 00:15:35,0.0,0,0.0,0.0127281066321024,39.24564727604,3505.52
19557366,1711930535,2024-04-01 00:15:35,0.6,0,1850.03072697659,0.0023109954908975,7.12568778010809,3505.52
19557366,1711930535,2024-04-01 00:15:35,0.0,0,0.0,0.0053158644271767,16.3908542178647,3505.52
19557367,1711930547,2024-04-01 00:15:47,0.0,0,0.0,0.0027648345398135,8.52504808943551,3505.52
19557368,1711930559,2024-04-01 00:15:59,1.0,0,3083.38454496098,0.004867079668,15.007078227405,3505.52
19557371,1711930607,2024-04-01 00:16:47,0.0,0,0.0,0.0004930972173504,1.52040833914178,3505.52
19557372,1711930619,2024-04-01 00:16:59,0.125,0,385.423068120122,0.0030821772469345,9.50353768802832,3505.52
19557376,1711930667,2024-04-01 00:17:47,0.2,0,616.676908992196,0.0035104878412289,10.8241839549188,3505.52
19557376,1711930667,2024-04-01 00:17:47,0.0,0,0.0,0.0042514108094025,13.1087343839918,3505.52
19557378,1711930691,2024-04-01 00:18:11,0.2,0,616.676908992196,0.0026540422312931,8.18343279764293,3505.52
19557381,1711930727,2024-04-01 00:18:47,0.0,0,0.0,0.0032231376225616,9.93817273168884,3505.52
19557381,1711930727,2024-04-01 00:18:47,0.0,0,0.0,0.0021013629374087,6.47931000456001,3505.52
19557383,1711930751,2024-04-01 00:19:11,0.0,0,0.0,0.0026820961802702,8.26993391034411,3505.52
19557384,1711930763,2024-04-01 00:19:23,0.1,0,308.338454496098,0.0030581677120333,9.42950705918237,3505.52
19557385,1711930775,2024-04-01 00:19:35,0.5,0,1541.69227248049,0.0035575906741872,10.9694201020863,3505.52
19557387,1711930799,2024-04-01 00:19:59,0.1,0,308.338454496098,0.0033015278672743,10.1798800007118,3505.52
19557390,1711930835,2024-04-01 00:20:35,1.0,0,3083.38454496098,0.0041219685496956,12.7096141209467,3505.52
19557390,1711930835,2024-04-01 00:20:35,0.0,0,0.0,0.0035659687268357,10.9952528601394,3505.52
19557392,1711930859,2024-04-01 00:20:59,0.19,0,585.843063542586,0.0032478421852068,10.014346398339,3505.52
19557393,1711930871,2024-04-01 00:21:11,0.0,0,0.0,0.0020794942996405,6.41188058484604,3505.52
19557393,1711930871,2024-04-01 00:21:11,0.0,0,0.0,0.0022185058814224,6.84050674768291,3505.52
19557393,1711930871,2024-04-01 00:21:11,0.0,0,0.0,0.0007564714498953,2.33249237731155,3505.52
19557393,1711930871,2024-04-01 00:21:11,0.0,0,0.0,0.0006324771626548,1.95017030837064,3505.52
19557397,1711930919,2024-04-01 00:21:59,0.0,0,0.0,0.0021467672018078,6.6193088116836,3505.52
19557397,1711930919,2024-04-01 00:21:59,0.1,0,308.338454496098,0.0029227616757529,9.01199817962077,3505.52
19557399,1711930943,2024-04-01 00:22:23,0.0,0,0.0,0.0037380926683018,11.525977161074,3505.52
19557400,1711930955,2024-04-01 00:22:35,0.0,0,0.0,0.002637316,8.13185939457831,3505.52
19557400,1711930955,2024-04-01 00:22:35,0.0,0,0.0,0.0020296719414317,6.25825909555164,3505.52
19557400,1711930955,2024-04-01 00:22:35,0.2378331025842903,0,733.33091278852,0.001934903,5.96605000619863,3505.52
19557402,1711930979,2024-04-01 00:22:59,0.0,0,0.0,0.0027101951551143,8.35657385510767,3505.52
19557404,1711931003,2024-04-01 00:23:23,0.2,0,616.676908992196,0.0029449002530601,9.08025992673741,3505.52
19557405,1711931015,2024-04-01 00:23:35,0.0,0,0.0,0.0027866522998993,8.59232063368977,3505.52
19557408,1711931051,2024-04-01 00:24:11,0.0,0,0.0,0.0042762612649256,13.185357894487,3505.52
19557408,1711931051,2024-04-01 00:24:11,0.3,0,925.015363488294,0.0028967583371528,8.9318198872639,3505.52
19557409,1711931063,2024-04-01 00:24:23,0.0,0,0.0,0.00317544,9.79110261945089,3505.52
19557410,1711931075,2024-04-01 00:24:35,0.07,0,215.836918147269,0.0024043385759355,7.41350040589332,3505.52
19557411,1711931087,2024-04-01 00:24:47,0.0,0,0.0,0.0031582141473319,9.73798869156044,3505.52
19557412,1711931099,2024-04-01 00:24:59,0.0,0,0.0,0.008950121281751,27.5966656356775,3505.52
19557412,1711931099,2024-04-01 00:24:59,0.15,0,462.507681744147,0.0029507222258257,9.09821130758394,3505.52
19557414,1711931123,2024-04-01 00:25:23,0.0,0,0.0,0.0066673951113285,20.5581430414188,3505.52
19557416,1711931147,2024-04-01 00:25:47,0.0,0,0.0,0.0030169816920211,9.3025147216082,3505.52
19557420,1711931195,2024-04-01 00:26:35,0.0,0,0.0,0.0042908188472495,13.2302445188367,3505.52
19557420,1711931195,2024-04-01 00:26:35,0.2,0,616.676908992196,0.0026133562619968,8.05798230871799,3505.52
19557421,1711931207,2024-04-01 00:26:47,0.015,0,46.2507681744147,0.0026243796470315,8.09197164376716,3505.52
19557421,1711931207,2024-04-01 00:26:47,0.3,0,925.015363488294,0.0034274145072655,10.5680369208776,3505.52
19557423,1711931231,2024-04-01 00:27:11,0.0,0,0.0,0.0066379320410235,20.4672970657933,3505.52
19557426,1711931267,2024-04-01 00:27:47,0.0,0,0.0,0.004016869247555,12.3855525570404,3505.52
19557426,1711931267,2024-04-01 00:27:47,0.15,0,462.507681744147,0.0023709645628798,7.31059548983403,3505.52
19557427,1711931279,2024-04-01 00:27:59,0.0,0,0.0,0.0005289072076456,1.63082430977316,3505.52
19557428,1711931291,2024-04-01 00:28:11,0.0,0,0.0,0.0044279436099567,13.6530528928992,3505.52
19557431,1711931327,2024-04-01 00:28:47,0.0,0,0.0,0.0057782192402434,17.8164719027629,3505.52
19557432,1711931339,2024-04-01 00:28:59,0.0,0,0.0,0.0040667932765572,12.5394875364879,3505.52
19557432,1711931339,2024-04-01 00:28:59,0.0,0,0.0,0.0021974687010622,6.77564103089071,3505.52
19557432,1711931339,2024-04-01 00:28:59,0.0,0,0.0,0.0006103383358807,1.88190779205191,3505.52
19557432,1711931339,2024-04-01 00:28:59,1.055,0,3252.97069493383,0.0006061922776749,1.86912390025756,3505.52
19557433,1711931351,2024-04-01 00:29:11,1.067,0,3289.97130947337,0.0024452159946488,7.53954120699172,3505.52
19557433,1711931351,2024-04-01 00:29:11,0.0,0,0.0,0.0008262092533868,2.54752084279668,3505.52
19557433,1711931351,2024-04-01 00:29:11,0.0,0,0.0,0.0006059747332803,1.86845312723333,3505.52
19557434,1711931363,2024-04-01 00:29:23,0.0,0,0.0,0.0021854652821232,6.73862987444755,3505.52
19557437,1711931399,2024-04-01 00:29:59,0.0,0,0.0,0.0023415439485121,7.21988042218927,3505.52
19557438,1711931411,2024-04-01 00:30:11,0.1,0,308.338454496098,0.0025526557182712,7.87081919032384,3505.52
19557440,1711931435,2024-04-01 00:30:35,0.0,0,0.0,0.0027789079122965,8.56844170864507,3505.52
19557443,1711931471,2024-04-01 00:31:11,0.0,0,0.0,0.0030503390830865,9.40536838567956,3505.52
19557444,1711931483,2024-04-01 00:31:23,0.2,0,616.676908992196,0.002944040320248,9.07760842319481,3505.52
19557444,1711931483,2024-04-01 00:31:23,0.27915,0,860.726795725858,0.0028316510194105,8.73106898997364,3505.52
19557444,1711931483,2024-04-01 00:31:23,0.3,0,925.015363488294,0.0021844701006877,6.73556134738998,3505.52
19557446,1711931507,2024-04-01 00:31:47,0.0,0,0.0,0.006585494220397,20.305611100102,3505.52
19557449,1711931543,2024-04-01 00:32:23,0.552,0,1702.02826881846,0.0018313836443752,5.64686002496102,3505.52
19557449,1711931543,2024-04-01 00:32:23,0.0,0,0.0,0.0063108607294613,19.4588104386222,3505.52
19557450,1711931555,2024-04-01 00:32:35,0.1949362844213992,0,601.06352663706,0.002138577,6.59405527000902,3505.52
19557450,1711931555,2024-04-01 00:32:35,0.0,0,0.0,0.0003838985403995,1.18370682630107,3505.52
19557450,1711931555,2024-04-01 00:32:35,0.245,0,755.42921351544,0.0025031941162616,7.71831005111846,3505.52
19557451,1711931567,2024-04-01 00:32:47,0.0,0,0.0,0.0004182300148576,1.28956396405076,3505.52
19557452,1711931579,2024-04-01 00:32:59,0.0,0,0.0,0.0035404073093334,10.9164371804657,3505.52
19557454,1711931603,2024-04-01 00:33:23,0.188,0,579.676294452664,0.0030318033996702,9.34821574590342,3505.52
19557455,1711931615,2024-04-01 00:33:35,0.0,0,0.0,0.0043734719896438,13.4850959406876,3505.52
19557455,1711931615,2024-04-01 00:33:35,0.0,0,0.0,0.0007337500274575,2.26243349452743,3505.52
19557455,1711931615,2024-04-01 00:33:35,0.08,0,246.670763596878,0.002540181407619,7.83235609364987,3505.52
19557455,1711931615,2024-04-01 00:33:35,0.08,0,246.670763596878,0.002540181407619,7.83235609364987,3505.52
19557455,1711931615,2024-04-01 00:33:35,0.08,0,246.670763596878,0.002540181407619,7.83235609364987,3505.52
19557455,1711931615,2024-04-01 00:33:35,0.08,0,246.670763596878,0.002540181407619,7.83235609364987,3505.52
19557455,1711931615,2024-04-01 00:33:35,0.08,0,246.670763596878,0.002540181407619,7.83235609364987,3505.52
19557455,1711931615,2024-04-01 00:33:35,0.08,0,246.670763596878,0.002540181407619,7.83235609364987,3505.52
19557456,1711931627,2024-04-01 00:33:47,0.0,0,0.0,0.0023581801860065,7.27117633976582,3505.52
19557456,1711931627,2024-04-01 00:33:47,0.0,0,0.0,0.0027685448629367,8.53648844241031,3505.52
19557458,1711931651,2024-04-01 00:34:11,0.05,0,154.169227248049,0.002454835259674,7.56920110010422,3505.52
19557458,1711931651,2024-04-01 00:34:11,0.05,0,154.169227248049,0.002454835259674,7.56920110010422,3505.52
19557459,1711931663,2024-04-01 00:34:23,0.0,0,0.0,0.005335752222899,16.452175939828,3505.52
19557459,1711931663,2024-04-01 00:34:23,0.0,0,0.0,0.0041209635323422,12.706515265972,3505.52
19557461,1711931687,2024-04-01 00:34:47,0.0,0,0.0,0.0042801518918865,13.1973541935283,3505.52
19557461,1711931687,2024-04-01 00:34:47,0.0,0,0.0,0.0075097238026993,23.1553663101687,3505.52
19557461,1711931687,2024-04-01 00:34:47,0.0995,0,306.796762223618,0.0024597019302304,7.58420691688332,3505.52
19557462,1711931699,2024-04-01 00:34:59,0.0,0,0.0,0.0023713248345042,7.31170634579263,3505.52
19557462,1711931699,2024-04-01 00:34:59,0.4,0,1233.35381798439,0.002620757556056,8.08080334443281,3505.52
19557463,1711931711,2024-04-01 00:35:11,0.1,0,308.338454496098,0.0028530529372972,8.79705933281787,3505.52
19557464,1711931723,2024-04-01 00:35:23,0.10325,0,318.359454267221,0.0027480411056095,8.47326747395388,3505.52
19557466,1711931747,2024-04-01 00:35:47,0.09975,0,307.567608359858,0.0024817023204134,7.6520425799566,3505.52
19557467,1711931759,2024-04-01 00:35:59,0.0,0,0.0,0.0042470042075514,13.0951471359485,3505.52
19557467,1711931759,2024-04-01 00:35:59,0.0,0,0.0,0.0031620979369459,9.7499639084321,3505.52
19557470,1711931795,2024-04-01 00:36:35,0.0,0,0.0,0.0008920941895344,2.75066943666003,3505.52
19557470,1711931795,2024-04-01 00:36:35,1.075,0,3314.63838583305,0.0008879474071583,2.73788331197027,3505.52
19557471,1711931807,2024-04-01 00:36:47,0.885,0,2728.79532229047,0.0025115374654611,7.74403580509341,3505.52
19557471,1711931807,2024-04-01 00:36:47,0.66,0,2035.03379967425,0.0008311736208855,2.56282789681785,3505.52
19557472,1711931819,2024-04-01 00:36:59,0.0,0,0.0,0.0023568865899655,7.26718768572554,3505.52
19557472,1711931819,2024-04-01 00:36:59,0.0,0,0.0,0.004883405138133,15.0574159297025,3505.52
19557473,1711931831,2024-04-01 00:37:11,0.0,0,0.0,0.0042805063981438,13.1984472726432,3505.52
19557473,1711931831,2024-04-01 00:37:11,0.0,0,0.0,0.00379753907816,11.7092733024841,3505.52
19557474,1711931843,2024-04-01 00:37:23,0.3,0,925.015363488294,0.0028751487150805,8.86518911254366,3505.52
19557475,1711931855,2024-04-01 00:37:35,2.0,0,6166.76908992196,0.0039157240599763,12.0736830488629,3505.52
19557475,1711931855,2024-04-01 00:37:35,0.0,0,0.0,0.003371845524242,10.3966963774438,3505.52
19557478,1711931891,2024-04-01 00:38:11,0.0,0,0.0,0.0023500162570957,7.24600380753615,3505.52
19557478,1711931891,2024-04-01 00:38:11,0.1325,0,408.54845220733,0.0025680652808305,7.91833279736392,3505.52
19557480,1711931915,2024-04-01 00:38:35,0.0,0,0.0,0.0040416848498617,12.4620686016667,3505.52
19557480,1711931915,2024-04-01 00:38:35,0.88,0,2713.37839956566,0.0031138960766216,9.60133903726981,3505.52
19557480,1711931915,2024-04-01 00:38:35,0.0,0,0.0,0.0021132839208964,6.51606698080664,3505.52
19557480,1711931915,2024-04-01 00:38:35,0.0995,0,306.796762223618,0.0021034544320109,6.48575888669236,3505.52
19557480,1711931915,2024-04-01 00:38:35,0.233,0,718.428598975908,0.0023461738373964,7.23415615001991,3505.52
19557482,1711931939,2024-04-01 00:38:59,0.0,0,0.0,0.000750811339319,2.31504007983778,3505.52
19557482,1711931939,2024-04-01 00:38:59,0.639,0,1970.28272423007,0.0009297965152798,2.86692020517243,3505.52
19557482,1711931939,2024-04-01 00:38:59,1.6623971364294512,0,5125.80963805396,0.0020139433814937,6.20976189692431,3505.52
19557483,1711931951,2024-04-01 00:39:11,0.0,0,0.0,0.030323326280817,93.4984756060804,3505.52
19557483,1711931951,2024-04-01 00:39:11,0.0,0,0.0,0.0021769297567495,6.71231156742719,3505.52
19557484,1711931963,2024-04-01 00:39:23,4.78,0,14738.5781249135,0.0008812269161369,2.71716145382028,3505.52
19557485,1711931975,2024-04-01 00:39:35,0.1,0,308.338454496098,0.0029451976700814,9.08117697778419,3505.52
19557486,1711931987,2024-04-01 00:39:47,0.0,0,0.0,0.0045957665150911,14.1705154448813,3505.52
19557486,1711931987,2024-04-01 00:39:47,0.0,0,0.0,0.0074706713062512,23.0349524461785,3505.52
19557486,1711931987,2024-04-01 00:39:47,0.0,0,0.0,0.0026119610456332,8.05368032014574,3505.52
19557487,1711931999,2024-04-01 00:39:59,0.1,0,308.338454496098,0.0030355929024034,9.35990024006402,3505.52
19557487,1711931999,2024-04-01 00:39:59,0.0,0,0.0,0.000606064479781,1.86872985020656,3505.52
19557489,1711932023,2024-04-01 00:40:23,0.0,0,0.0,0.0015399969656266,4.74840284310002,3505.52
19557489,1711932023,2024-04-01 00:40:23,0.1,0,308.338454496098,0.0023084421763576,7.11781492951721,3505.52
19557489,1711932023,2024-04-01 00:40:23,0.0,0,0.0,0.0004484420761826,1.38271936701174,3505.52
19557490,1711932035,2024-04-01 00:40:35,0.0,0,0.0,0.0029699588644432,9.15752526179425,3505.52
19557490,1711932035,2024-04-01 00:40:35,0.25,0,770.846136240245,0.0029422721628703,9.07215651406326,3505.52
19557492,1711932059,2024-04-01 00:40:59,0.0,0,0.0,0.0021165286835652,6.52607183187176,3505.52
19557493,1711932071,2024-04-01 00:41:11,0.0,0,0.0,0.0042984250857072,13.2536974769423,3505.52
19557493,1711932071,2024-04-01 00:41:11,0.0,0,0.0,0.004522716,13.9452726156477,3505.52
19557493,1711932071,2024-04-01 00:41:11,0.15,0,462.507681744147,0.0024405087712596,7.52502702714364,3505.52
19557494,1711932083,2024-04-01 00:41:23,0.0,0,0.0,0.0023008647391227,7.09445077665668,3505.52
19557494,1711932083,2024-04-01 00:41:23,0.0,0,0.0,0.0030128672500392,9.28982831479007,3505.52
19557495,1711932095,2024-04-01 00:41:35,0.0,0,0.0,0.0030433212077338,9.38372957727843,3505.52
19557495,1711932095,2024-04-01 00:41:35,0.0995,0,306.796762223618,0.0025822088241266,7.96194278017398,3505.52
19557495,1711932095,2024-04-01 00:41:35,1.048,0,3231.38700311911,0.002426644132272,7.48227701356789,3505.52
19557497,1711932119,2024-04-01 00:41:59,0.1325399999999999,0,408.671787589128,0.0025431514046371,7.84151373655405,3505.52
19557497,1711932119,2024-04-01 00:41:59,0.0,0,0.0,0.0028783676383271,8.87511429073374,3505.52
19557497,1711932119,2024-04-01 00:41:59,1.213,0,3740.14545303767,0.0027973358444767,8.62526210992495,3505.52
19557497,1711932119,2024-04-01 00:41:59,0.0,0,0.0,0.0005668640091924,1.74785972503847,3505.52
19557498,1711932131,2024-04-01 00:42:11,0.15,0,462.507681744147,0.0022015796954442,6.78831680743259,3505.52
19557499,1711932143,2024-04-01 00:42:23,0.0,0,0.0,0.0043469985971216,13.4034682913321,3505.52
19557500,1711932155,2024-04-01 00:42:35,0.2,0,616.676908992196,0.0030013301994081,9.25425515117987,3505.52
19557500,1711932155,2024-04-01 00:42:35,0.15246,0,470.092807724751,0.002470775707422,7.61835163033003,3505.52
19557500,1711932155,2024-04-01 00:42:35,0.0011437598160979,0,3.52665134010381,0.0024042488535616,7.41322375731222,3505.52
19557500,1711932155,2024-04-01 00:42:35,0.0011280413234196,0,3.47818518270946,0.0022056851473897,6.8009754945115,3505.52
19557500,1711932155,2024-04-01 00:42:35,0.0010644248142532,0,3.28203102154137,0.0022056851473897,6.8009754945115,3505.52
19557501,1711932167,2024-04-01 00:42:47,0.1983788130088517,0,611.678166079198,0.002240414,6.90805790191421,3505.52
19557502,1711932179,2024-04-01 00:42:59,0.0,0,0.0,0.0035959884980324,11.0878153586908,3505.52
19557502,1711932179,2024-04-01 00:42:59,0.0,0,0.0,0.0038687768515054,11.9289267518348,3505.52
19557502,1711932179,2024-04-01 00:42:59,0.0,0,0.0,0.0038671063647924,11.9237759989212,3505.52
19557502,1711932179,2024-04-01 00:42:59,0.0,0,0.0,0.0021433709149871,6.60883675339032,3505.52
19557504,1711932203,2024-04-01 00:43:23,2.0,0,6166.76908992196,0.001734387718494,5.34778428617453,3505.52
19557505,1711932215,2024-04-01 00:43:35,0.0,0,0.0,0.0024020866343112,7.40655680389249,3505.52
19557505,1711932215,2024-04-01 00:43:35,0.0,0,0.0,0.0037000664511736,11.4087277108775,3505.52
19557507,1711932239,2024-04-01 00:43:59,0.2,0,616.676908992196,0.0024166029378288,7.45131614980884,3505.52
